1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 -6.243751562500001455e+04
1.540583630572515406e-01 6.162330721643749509e-01 1.386522986940313507e+00 2.464926206711847811e+00 3.851440070716701136e+00 0.000000000000000000e+00
